,client_fk,client_name,onboarded_date,case_receiving_date,client_source,total_case,Within_TAT,tat_breach
88320,3707,SGD Diagnostics Center Pvt. Ltd. ,2024-09-05,2024-11-07,Akshat Misra and Nikhil Hugar,13,10,3
88365,3483,Skyline Medicos and Diagnostics Center ,2023-12-06,2024-10-29,,1,1,0
88376,2967,Saraimeer Diagnostic Center,2023-03-07,2024-10-31,,1,1,0
88425,3736,Ratan Ultrasound Center,2024-08-09,2024-11-07,Sunil Malik and Akshat Misra,15,10,5
88441,2835,Kaya Health Care,2022-11-09,2024-10-30,,2,2,0
88454,1944,Pandian Multispeciality Hospital,2021-06-10,2024-11-05,,1,1,0
88462,3548,Lisie Hospital,2024-01-30,2024-10-30,Vaishak Shivadasan,5,0,5
88470,3614,Arekere Life Care Diagnostics & Multispeciality Clinic,2024-03-25,2024-10-13,Podugu Bhanuprakash,1,1,0
88513,15,Madhubani Medical College & Hospital,2020-04-28,2024-11-09,,2,1,1
88517,1803,Global Diagnostics,2024-05-25,2024-10-24,Joel Elijah,1,1,0
88699,3133,BRS Hospital - Unit Of Neuberg,2023-05-22,2024-10-22,5C Admin (Sathish),1,1,0
88721,12,Mahadev Multispeciality Hospital,2018-10-29,2024-11-02,,5,5,0
88739,3601,Narayani Hospital A Unit of SCS PRO.CO.,2024-03-12,2024-11-08,Mahesh Salian,1,1,0
88763,3673,Tambo Salud,2024-05-09,2024-10-12,Vaishak Shivadasan,2,1,1
88780,1747,Raj Scanning Centre,2021-03-15,2024-10-21,,3,3,0
88808,3467,Ashirwad Clinic And Diagnostic Centre ,2023-11-21,2024-10-31,Nikhil Hugar,1,0,1
88835,3512,B.K.Health Care & Diagnostics Centre,2024-01-05,2024-10-14,Amith,1,1,0
88873,1886,Dialab Diagnostics And Imaging Centre,2021-05-04,2024-11-05,,1,0,1
88908,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-10-28,Anamika Kumari and Nikhil Hugar,7,7,0
88913,2967,Saraimeer Diagnostic Center,2023-03-07,2024-10-20,,1,1,0
88980,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,2024-04-29,2024-11-06,Mahesh Salian,1,1,0
88981,3015,Megsan Diagnostics - KPHB,2023-04-06,2024-10-21,5C Admin (Vaishak),4,4,0
89035,3269,Svastha Speciality Clinic & Diagnostic Centre,2023-08-02,2024-11-01,5C Admin (Vaishak),3,3,0
89081,3637,Maruti Diagnostics,2024-04-12,2024-10-26,Joel Elijah,1,1,0
89156,3684,Marian Medical Centre - Puliyannoor,2024-06-05,2024-10-21,Abhilash Bharathan and Balaganesh A,5,5,0
89163,3293,San Camilo,2021-10-20,2024-10-17,Vaishak Shivadasan,31,26,5
89164,1944,Pandian Multispeciality Hospital,2021-06-10,2024-10-29,,2,1,1
89169,3855,Sambhav Upleta Diagnostic Center - Porbandar,2024-10-12,2024-10-13,Deepak Yadav and Saravan Choudhary,2,1,1
89175,2835,Kaya Health Care,2022-11-09,2024-11-08,,1,1,0
89176,1013,Annai Medical Centre,2018-10-05,2024-11-06,,3,1,2
89180,209,Dr. Vhanmane Wellcare,2019-08-26,2024-10-26,,2,2,0
89229,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-10-23,,2,2,0
89240,3849,Vinayaka Hospital - Wayanad,2024-10-09,2024-10-21,Jaya Mohan and Balaganesh A,1,0,1
89242,1652,Nueclear Health Care Limited,2021-01-20,2024-10-28,,2,2,0
89245,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-11-08,,1,1,0
89328,2390,Ujjala Cygnus Bright Star Hospital,2021-12-02,2024-10-29,,1,1,0
89371,2441,Ohm Muruga Hospital,2021-12-21,2024-11-03,,1,0,1
89374,1723,Vedanta Medical Research Foundation (Balco Medical Centre),2024-07-24,2024-10-21,Mahesh Salian,14,1,13
89384,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-11-09,Anamika Kumari and Nikhil Hugar,1,1,0
89446,2856,Sattva Diagnostics,2022-12-07,2024-10-23,,2,2,0
89467,2137,Anirish Orthopedic Clinic,2021-08-25,2024-11-04,,1,1,0
89472,2587,CK Medical Center Hospital,2022-04-28,2024-11-06,,1,1,0
89494,1146,Alurwar Diagnostic Center,2019-05-25,2024-10-19,,5,5,0
89533,2587,CK Medical Center Hospital,2022-04-28,2024-11-03,,2,2,0
89564,3705,Dorika Hospital - Assam,2024-06-28,2024-11-02,Mahesh Salian,2,1,1
89585,3533,Maitreya Hospital,2024-01-20,2024-10-14,Mahesh Salian,2,2,0
89587,2404,Surya Diagnostics Centre,2021-12-08,2024-11-03,,5,3,2
89602,1037,Jupiter Lifeline Hospital,2019-05-22,2024-11-08,,2,0,2
89608,3863,Prime Scans And Diagnostics,2024-10-30,2024-10-23,Jaya Mohan and Akash Poovathingal,2,1,1
89622,2835,Kaya Health Care,2022-11-09,2024-11-07,,2,2,0
89641,1944,Pandian Multispeciality Hospital,2021-06-10,2024-10-28,,2,1,1
89706,3512,B.K.Health Care & Diagnostics Centre,2024-01-05,2024-11-08,Amith,2,2,0
89713,3269,Svastha Speciality Clinic & Diagnostic Centre,2023-08-02,2024-10-21,5C Admin (Vaishak),4,3,1
89721,618,Lotus Diagnostic - AS,2020-02-10,2024-10-21,,3,3,0
89730,1872,Kamalabai CT Scan,2021-04-26,2024-10-17,,1,1,0
89774,254,Siddaganga Diagnostic Center,2016-10-18,2024-10-27,,1,1,0
89826,3475,Greenwood Hospital Pvt. Ltd.,2023-11-29,2024-10-24,Amith,3,2,1
89909,3684,Marian Medical Centre - Puliyannoor,2024-06-05,2024-11-01,Abhilash Bharathan and Balaganesh A,2,2,0
89933,568,Life Support Diagnostics Centre,2019-06-28,2024-10-19,,1,1,0
89942,3122,Megsan Diagnostics - Rajahmundry,2023-05-20,2024-11-02,Sathish Jalari,1,0,1
89955,1041,Sreema X-ray,2018-09-30,2024-10-14,,2,2,0
89979,1642,HBS Hospital,2021-01-13,2024-10-28,,1,1,0
89983,1851,Life Line Diagnostics Centre,2021-04-19,2024-10-28,,1,1,0
89996,3800,Cadabams Megsan Diagnostics,2024-09-05,2024-11-06,Nithin Bharadhwaj and Joel Elijah,2,0,2
90087,3016,Mother's Care Children Hospital & Research Centre,2023-04-06,2024-10-23,5C Admin (Vaishak),1,1,0
90101,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-10-27,,3,3,0
90122,12,Mahadev Multispeciality Hospital,2018-10-29,2024-11-01,,10,6,4
90149,3483,Skyline Medicos and Diagnostics Center ,2023-12-06,2024-11-04,,1,1,0
90214,3474,Hindusthan Hospital,2023-11-24,2024-10-24,Amith,1,1,0
90227,2064,Fortune Medcare Hospital,2021-08-11,2024-10-21,,1,0,1
90252,1146,Alurwar Diagnostic Center,2019-05-25,2024-11-03,,1,1,0
90260,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),2023-05-22,2024-11-04,5C Admin (Amith),7,1,6
90297,3846,Pentaone Healthcare - Cuttack,2024-10-07,2024-11-10,Abhisankar Biswal and Mukta Nandi,2,1,1
90320,3704,Neuberg Supratech Inspire Diagnostics LLP - Raipur,2024-07-09,2024-11-09,Mahesh Salian,1,1,0
90366,1016,Sindhura Hospitals,2018-11-06,2024-11-03,,2,2,0
90409,362,Pratham Hospital,2019-05-03,2024-10-23,Amith,2,1,1
90412,3834,Medray Evo,2024-09-30,2024-11-07,,1,1,0
90418,2137,Anirish Orthopedic Clinic,2021-08-25,2024-10-18,,1,1,0
90446,2871,Spandana Heart & Multispeciality Hospital,2022-12-24,2024-11-04,,1,0,1
90448,3882,Comfort Hospital,2024-11-08,2024-11-09,Apoorv L Salehittal,1,1,0
90570,655,Sahasra Hospital,2018-06-23,2024-10-12,,2,2,0
90594,2577,Kamareddy MRI & Diagnostic Centre,2022-04-18,2024-10-12,,2,2,0
90595,2737,Safe Diagnostic,2022-07-25,2024-10-19,,3,3,0
90625,2248,Shree Ram Digital and Pathology Center,2021-10-04,2024-10-14,,2,2,0
90655,3447,Bansal Hospital Sagar,2023-10-20,2024-10-13,Mahesh Salian,1,0,1
90686,2006,Sree Jayam Ortho & Multispeciality Hospital,2021-07-20,2024-10-25,Abhilash Bharathan,2,1,1
90721,2420,Meditech Diagnostic Centre,2021-12-15,2024-10-30,,2,2,0
90723,3614,Arekere Life Care Diagnostics & Multispeciality Clinic,2024-03-25,2024-10-24,Podugu Bhanuprakash,3,3,0
90752,3855,Sambhav Upleta Diagnostic Center - Porbandar,2024-10-12,2024-10-29,Deepak Yadav and Saravan Choudhary,1,0,1
90759,3491,Mahisagar Imaging Center,2023-12-19,2024-11-05,Nikhil Hugar,1,1,0
90765,2420,Meditech Diagnostic Centre,2021-12-15,2024-11-10,,1,1,0
90778,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-10-31,,3,3,0
90848,866,Gadhinglaj Scan And Diagnostic Centre,2019-03-02,2024-11-06,,2,2,0
90867,399,Yenepoya Specialty Hospital,2016-11-07,2024-11-02,,1,0,1
90887,2638,Life Care Health Diagnostic - Karwar,2022-05-25,2024-11-02,,1,1,0
90918,548,Omega Diagnostic Centre,2019-05-23,2024-11-01,,1,1,0
90924,3672,Rajanna CT Scan Center - Sircilla,2024-07-25,2024-10-28,Mahesh Salian,5,5,0
90940,2419,Shri Krishna  X-ray,2021-12-14,2024-11-04,,2,2,0
91019,3475,Greenwood Hospital Pvt. Ltd.,2023-11-29,2024-10-28,Amith,5,5,0
91056,3752,Padmashree Hospital,2024-08-07,2024-10-15,Apoorv L Salehittal,1,1,0
91076,3008,TGH Onco Life Cancer Centre,2023-03-31,2024-10-14,Rajendra Prasad,5,0,0
91108,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,2024-02-23,2024-10-26,Anthony Chethan,2,2,0
91175,3773,Sharana Krupa Digital X-Ray Scanning Center,2024-08-31,2024-10-17,Sunil,1,1,0
91214,3322,Insight Medical Diagnostic,2023-08-28,2024-10-15,Nikhil Hugar,8,6,2
91231,216,SG Hospital,2020-01-31,2024-11-06,,1,1,0
91326,2638,Life Care Health Diagnostic - Karwar,2022-05-25,2024-10-16,,4,4,0
91357,3552,St.Isabel's Hospital,2024-02-01,2024-11-09,Yesu Samuels ,8,8,0
91358,3788,Bharat Cancer Hospital And Research Institute,2024-08-29,2024-10-19,Deepak Yadav and Saravan Choudhary,11,0,0
91375,3536,Shrinivas (G) Educational & Research Institute of  Medical Sciences,2024-05-17,2024-10-18,Mahesh Salian,1,1,0
91393,216,SG Hospital,2020-01-31,2024-11-02,,1,1,0
91409,3122,Megsan Diagnostics - Rajahmundry,2023-05-20,2024-10-23,Sathish Jalari,5,4,1
91449,3804,Sono Lab  & Imaging Centre Udaipur,2024-09-06,2024-10-21,Mahesh Salian,2,2,0
91475,2064,Fortune Medcare Hospital,2021-08-11,2024-10-20,,3,3,0
91482,2782,Apex Diagno Solution,2022-09-20,2024-11-07,,1,1,0
91494,2733,Sri Srinivasa  Multi Speciality  Hospital,2022-07-21,2024-10-27,,5,3,2
91512,3704,Neuberg Supratech Inspire Diagnostics LLP - Raipur,2024-07-09,2024-11-02,Mahesh Salian,1,0,1
91538,2856,Sattva Diagnostics,2022-12-07,2024-10-13,,1,1,0
91541,3444,Dharamsheela Devi Multispeciality Hospital,2023-10-19,2024-10-19,Mahesh  Salian,3,0,3
91544,3733,A R Diagnostics,2024-08-22,2024-11-04,Joel Elijah,2,2,0
91561,1718,Sonoscan Healthcare Pvt. Ltd. -  U2,2021-03-02,2024-10-25,,5,5,0
91585,2406,Patna Diagnostic Center,2021-12-09,2024-11-01,Joel Elijah,5,4,1
91588,2742,RV Kani Lab,2022-08-01,2024-10-14,,2,2,0
91589,1890,Narmada Apna Hospital,2021-05-05,2024-10-14,,3,2,1
91624,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-11-04,,3,3,0
91638,1032,Camberwell Diagnostic Center,2024-09-13,2024-10-18,Nikhil Hugar,1,1,0
91680,778,Pen CT & MRI Scan Center,2019-02-02,2024-11-09,,2,1,1
91715,2742,RV Kani Lab,2022-08-01,2024-10-25,,3,3,0
91722,2913,Sushruta Diagnostic Centre - Mudgal,2023-01-31,2024-10-20,,2,2,0
91731,3475,Greenwood Hospital Pvt. Ltd.,2023-11-29,2024-11-08,Amith,1,1,0
91787,3843,Unique Sonography & Orthocare - Nashik,2024-10-05,2024-10-21,Anamika Kumari and Nikhil Hugar,3,3,0
91888,3788,Bharat Cancer Hospital And Research Institute,2024-08-29,2024-10-18,Deepak Yadav and Saravan Choudhary,16,0,0
91893,3882,Comfort Hospital,2024-11-08,2024-11-08,Apoorv L Salehittal,1,1,0
91913,3779,Satva Hospital,2024-08-21,2024-10-16,Deepak Yadav and Saravan Choudhary,1,1,0
91914,3474,Hindusthan Hospital,2023-11-24,2024-10-16,Amith,2,2,0
91966,2639,Affiniti Scan Center,2022-05-27,2024-11-02,,1,1,0
92014,2054,Imperial Hospital,2021-08-07,2024-10-27,,1,1,0
92031,3533,Maitreya Hospital,2024-01-20,2024-10-31,Mahesh Salian,1,1,0
92057,3829,Pooja Multislice CT Scan Centre,2024-09-26,2024-10-21,Deepak Yadav and Saravan Choudhary,1,0,1
92059,697,Saral Diagnostic Center - Bhopal,2019-11-12,2024-10-26,,15,3,12
92097,3720,Vinayak Medicare Hospital,2024-07-13,2024-11-05,Amith,1,1,0
92110,1016,Sindhura Hospitals,2018-11-06,2024-10-23,,2,2,0
92195,751,Aditya Criticare Pvt. Ltd.,2019-02-16,2024-10-25,,1,1,0
92209,2208,AR Raheman Multispecialty Hospital,2021-09-20,2024-10-28,,1,1,0
92222,1037,Jupiter Lifeline Hospital,2019-05-22,2024-10-18,,3,2,1
92224,3501,Numedisure Gaurav Hospital,2023-12-30,2024-11-09,Nikhil Hugar,1,1,0
92236,1146,Alurwar Diagnostic Center,2019-05-25,2024-11-07,,4,1,3
92245,3685,"KLE Centenary Charitable Hospital, Yellur Road",2024-06-06,2024-11-06,Amith,3,2,1
92249,2420,Meditech Diagnostic Centre,2021-12-15,2024-10-27,,3,3,0
92301,3447,Bansal Hospital Sagar,2023-10-20,2024-11-07,Mahesh Salian,6,4,2
92357,757,Utkarsh Scan Centre,2019-02-23,2024-10-16,Amith,5,2,3
92395,3813,New Marvel Healthcare & Diagnostics,2024-09-13,2024-10-18,Rajendra Prasad and Nithin Bharadhwaj,1,1,0
92419,2986,Little Clinic,2023-03-17,2024-10-31,,1,1,0
92434,2243,Vivekananda Hospital - Khalilabad,2021-10-01,2024-10-17,,1,1,0
92448,3475,Greenwood Hospital Pvt. Ltd.,2023-11-29,2024-10-16,Amith,2,2,0
92495,2006,Sree Jayam Ortho & Multispeciality Hospital,2021-07-20,2024-11-06,Abhilash Bharathan,1,1,0
92526,365,Sevasadan Niramaya Hospital Private limited,2019-11-15,2024-10-18,,1,1,0
92560,2689,Xpert Diagnostics,2022-06-28,2024-10-30,,1,1,0
92655,3501,Numedisure Gaurav Hospital,2023-12-30,2024-11-02,Nikhil Hugar,1,1,0
92694,3810,Pratham MRI And CT Scan Centre,2024-09-12,2024-10-26,Anamika Kumari and Nikhil Hugar,8,8,0
92716,3255,Padiyath Medicity Hospital,2023-07-05,2024-10-28,Mahesh Salien,1,1,0
92721,3634,Padma Devaiah Multi-Speciality Hospital,2024-04-09,2024-10-27,Mahesh Salian,1,1,0
92794,3791,Nidan Prime Scan Centre - A Venture Of Sgla Imaging llp,2024-08-30,2024-10-12,Anamika Kumari and Nikhil Hugar,6,5,1
92812,3612,Shri Siddhi vinayak hospital ,2024-03-22,2024-10-27,Vaishak Shivadasan,1,1,0
92835,3775,Chest Allergy And Sugar Clinic,2024-08-29,2024-10-20,Deepak Yadav and Saravan Choudhary,1,0,1
92862,2477,Bioscan Diagnostics,2022-01-15,2024-10-22,,6,5,1
92866,1803,Global Diagnostics,2024-05-25,2024-10-13,Joel Elijah,1,1,0
92873,3846,Pentaone Healthcare - Cuttack,2024-10-07,2024-11-09,Abhisankar Biswal and Mukta Nandi,2,2,0
92933,3773,Sharana Krupa Digital X-Ray Scanning Center,2024-08-31,2024-10-25,Sunil,3,3,0
92957,3210,B & B Memorial Hospital,2023-05-31,2024-11-09,5C Admin (Vaishak),1,1,0
92974,3139,National Diagnostic Pathology And Digital Xray,2023-05-24,2024-11-07,Rajendra Prasad,1,1,0
93009,3755,Aastha Hospital,2024-08-06,2024-11-09,Anil Kumar and Saravan Choudhary,1,1,0
93018,3685,"KLE Centenary Charitable Hospital, Yellur Road",2024-06-06,2024-11-10,Amith,4,3,1
93056,2927,Revive Clinic & Diagnostic Affair,2023-02-14,2024-11-07,,1,1,0
93058,3310,Raksha  Health Care,2023-08-18,2024-11-08,Amith,3,3,0
93136,3293,San Camilo,2021-10-20,2024-10-20,Vaishak Shivadasan,4,4,0
93151,2639,Affiniti Scan Center,2022-05-27,2024-10-16,,1,1,0
93168,3122,Megsan Diagnostics - Rajahmundry,2023-05-20,2024-10-24,Sathish Jalari,2,2,0
93174,3673,Tambo Salud,2024-05-09,2024-10-17,Vaishak Shivadasan,6,3,3
93178,3133,BRS Hospital - Unit Of Neuberg,2023-05-22,2024-10-12,5C Admin (Sathish),3,3,0
93212,2178,Arogya Hospital - Delhi,2024-06-21,2024-10-13,Akshat Misra and Nikhil Hugar,2,0,2
93258,3586,Arogyadhama Multi Specialty Day Care & Diagnosis Services,2024-02-23,2024-11-06,Anthony Chethan,5,5,0
93293,3747,BELS Hospital,2024-08-03,2024-10-18,Mahesh Salian,1,1,0
93296,3428,Esha Multi Speciality Hospital LLP,2023-09-25,2024-10-18,,1,1,0
93348,2844,Prakhar High Tech CT Scan,2022-11-21,2024-10-23,,2,0,2
93356,3536,Shrinivas (G) Educational & Research Institute of  Medical Sciences,2024-05-17,2024-10-17,Mahesh Salian,1,1,0
93405,3485,Kailash Omega Cancer Centre,2023-12-08,2024-10-29,Vaishak Shivadasan,8,0,0
93430,2459,Agarwal Nursing Home,2022-01-03,2024-10-19,,4,4,0
93488,3322,Insight Medical Diagnostic,2023-08-28,2024-10-26,Nikhil Hugar,5,4,1
93502,3610,Radiant Diagnostic Centre Bhavnagar,2024-03-20,2024-11-02,Mahesh Salian,2,2,0
93537,2141,Sadar Hospital - U2,2021-08-27,2024-11-04,,1,0,1
93555,2730,GNRC Hospital - Sixmile,2022-07-20,2024-10-15,,31,28,3
93562,3483,Skyline Medicos and Diagnostics Center ,2023-12-06,2024-10-16,,2,2,0
93650,3431,Nisarga Multi Speciality Hospital Raibag,2023-09-30,2024-11-02,mahesh,1,1,0
93682,3720,Vinayak Medicare Hospital,2024-07-13,2024-11-08,Amith,2,2,0
93713,3687,Bhole Vighnaharta Multi Speciality Hospital Parola,2024-06-07,2024-10-28,Nikhil Hugar,1,1,0
93761,939,Mandya Diagnostic Centre Private Ltd.Mandya,2019-06-26,2024-11-02,,1,1,0
93763,2839,Eskag Sanjeevani Multispecialty Hospital - Baranagar,2022-11-11,2024-10-17,,21,20,1
93794,1032,Camberwell Diagnostic Center,2024-09-13,2024-10-13,Nikhil Hugar,1,0,1
93804,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-10-15,,4,4,0
93809,2431,Dr. Raj's Imaging Center,2021-12-18,2024-10-25,,1,1,0
93839,3658,Sri Jayadeva Institute Of Cardiovascular Sciences & Research - Mysore,2024-04-29,2024-10-14,Mahesh Salian,1,1,0
93850,1551,Public Labs,2020-11-10,2024-10-30,,1,1,0
93865,3752,Padmashree Hospital,2024-08-07,2024-10-18,Apoorv L Salehittal,2,2,0
93867,3784,Guru Hospital,2024-08-23,2024-10-14,Apoorv L Salehittal,4,3,1
93880,3549,Neuberg Ehrlich Laboratory Pvt Ltd Puducherry,2024-01-31,2024-10-26,Vaishak Shivadasan,1,0,1
93893,3685,"KLE Centenary Charitable Hospital, Yellur Road",2024-06-06,2024-10-29,Amith,1,1,0
93937,147,Vinodha Diagnostics - Hosa Road,2018-07-28,2024-10-15,,1,1,0
93957,3722,Agrawal Diagnostic Centre LLP,2024-10-03,2024-10-13,Anamika Kumari and Nikhil Hugar,1,0,1
93959,2831,RS Gaur Global Multispeciality Hospital Pvt.Ltd.,2022-11-07,2024-11-09,,5,2,3
93975,3310,Raksha  Health Care,2023-08-18,2024-10-31,Amith,3,3,0
94004,2730,GNRC Hospital - Sixmile,2022-07-20,2024-10-24,,14,14,0
94065,3005,Cosmos Health Care,2023-03-30,2024-11-05,5C Admin (Sathish),3,1,2
94087,362,Pratham Hospital,2019-05-03,2024-10-26,Amith,4,4,0
94101,3804,Sono Lab  & Imaging Centre Udaipur,2024-09-06,2024-10-16,Mahesh Salian,4,2,2
94105,2067,Prism Johnson Limited Medical Centre  (Cement Division),2021-08-13,2024-10-15,,2,2,0
94111,726,Mariahu Pathology & Digital X-ray Center,2019-08-15,2024-11-08,,3,3,0
94136,2839,Eskag Sanjeevani Multispecialty Hospital - Baranagar,2022-11-11,2024-11-01,,11,10,1
94148,3256,NKG Diagnostic,2023-07-08,2024-10-27,5C Admin (Dhiren Lohar),3,3,0
94218,866,Gadhinglaj Scan And Diagnostic Centre,2019-03-02,2024-10-19,,5,5,0
94232,2856,Sattva Diagnostics,2022-12-07,2024-11-03,,3,2,1
94272,2006,Sree Jayam Ortho & Multispeciality Hospital,2021-07-20,2024-10-20,Abhilash Bharathan,3,3,0
94322,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),2023-05-22,2024-10-18,5C Admin (Amith),7,0,7
94339,2782,Apex Diagno Solution,2022-09-20,2024-10-25,,3,3,0
94380,3614,Arekere Life Care Diagnostics & Multispeciality Clinic,2024-03-25,2024-10-18,Podugu Bhanuprakash,1,1,0
94420,3548,Lisie Hospital,2024-01-30,2024-11-02,Vaishak Shivadasan,9,0,9
94425,3626,Hastha CT Scan,2024-04-02,2024-11-07,Mahesh Kumar G,1,1,0
94428,3590,Dr. Yogesh Dongre’s MegaScan Imaging Centre,2024-02-29,2024-10-26,Amith,1,1,0
94440,2577,Kamareddy MRI & Diagnostic Centre,2022-04-18,2024-11-10,,3,1,2
94474,2587,CK Medical Center Hospital,2022-04-28,2024-10-23,,1,1,0
94476,2029,Mudalagi CT Scan Centre,2024-07-01,2024-11-01,Rajendra Prasad,1,1,0
94498,2856,Sattva Diagnostics,2022-12-07,2024-11-06,,2,2,0
94528,3005,Cosmos Health Care,2023-03-30,2024-10-29,5C Admin (Sathish),1,0,1
94576,3820,PCD Diagnostics LLP,2024-09-23,2024-10-28,Anamika Kumari and Nikhil Hugar,1,1,0
94589,3332,Saikrupa Clinic,2023-09-05,2024-10-31,Abhilash ,3,3,0
94592,2874,Sai Sangama Diagnostic And  Healthcare,2022-12-26,2024-10-19,,1,1,0
94597,2749,Pixel Plus Diagnostics Centre,2022-08-06,2024-11-07,Amith,1,1,0
94647,3475,Greenwood Hospital Pvt. Ltd.,2023-11-29,2024-10-22,Amith,2,2,0
94661,2459,Agarwal Nursing Home,2022-01-03,2024-11-03,,4,1,3
94673,3447,Bansal Hospital Sagar,2023-10-20,2024-11-01,Mahesh Salian,5,3,2
94679,1032,Camberwell Diagnostic Center,2024-09-13,2024-11-05,Nikhil Hugar,1,0,1
94696,3653,The Bio Clinical Laboratory,2024-04-25,2024-10-15,Anthony Chethan,2,2,0
94753,3685,"KLE Centenary Charitable Hospital, Yellur Road",2024-06-06,2024-11-02,Amith,4,4,0
94786,3065,Santhosh Nursing Home Multi Speciality Hospital,2023-04-29,2024-10-31,5C Admin (Sathish),1,1,0
94788,3475,Greenwood Hospital Pvt. Ltd.,2023-11-29,2024-10-19,Amith,1,1,0
94832,1090,Mhaskar Hospital,2019-05-23,2024-11-03,,1,1,0
94839,3668,SD Suvidha Diagnostics and Pathology Pvt Ltd - Lucknow,2024-05-06,2024-10-21,Anthony Chethan,3,3,0
94869,2539,Mother Care Diagnostic Centre,2022-03-08,2024-11-04,Ajith Jose Moonjely,1,1,0
94891,3687,Bhole Vighnaharta Multi Speciality Hospital Parola,2024-06-07,2024-11-06,Nikhil Hugar,2,2,0
94959,3667,Sherwal Digital Colour X Ray,2024-05-06,2024-11-04,Nikhil Hugar,1,1,0
95038,2764,Gayatri Pathology & X-ray Centre,2022-09-01,2024-11-10,,2,1,1
95083,3653,The Bio Clinical Laboratory,2024-04-25,2024-10-18,Anthony Chethan,3,3,0
95108,1506,Krishna Hospital & Research Center,2020-10-09,2024-10-25,,3,2,1
95122,1803,Global Diagnostics,2024-05-25,2024-11-05,Joel Elijah,1,1,0
95124,3813,New Marvel Healthcare & Diagnostics,2024-09-13,2024-10-24,Rajendra Prasad and Nithin Bharadhwaj,3,3,0
95127,3736,Ratan Ultrasound Center,2024-08-09,2024-11-05,Sunil Malik and Akshat Misra,16,10,6
95208,3672,Rajanna CT Scan Center - Sircilla,2024-07-25,2024-11-04,Mahesh Salian,2,2,0
95274,520,Advance Diagnostic Center - MP,2020-03-04,2024-10-15,,1,1,0
95277,3701,Krishna Imaging And Diagnostics - Karimnagar,2024-06-26,2024-10-21,Mahesh Kumar G,3,2,1
95305,3584,Dr.Sharad Deshmukh Hospital Warud,2024-02-21,2024-10-14,Mahesh Salian,1,1,0
95312,3722,Agrawal Diagnostic Centre LLP,2024-10-03,2024-10-30,Anamika Kumari and Nikhil Hugar,4,4,0
95317,3447,Bansal Hospital Sagar,2023-10-20,2024-10-24,Mahesh Salian,9,7,2
95321,3131,Eskag Sanjeevani Pvt. Ltd. (Super Specialty Hospital - Balurghat),2023-05-22,2024-10-28,5C Admin (Amith),5,0,5
95328,2844,Prakhar High Tech CT Scan,2022-11-21,2024-10-28,,1,1,0
95339,3637,Maruti Diagnostics,2024-04-12,2024-11-07,Joel Elijah,1,1,0
95381,2638,Life Care Health Diagnostic - Karwar,2022-05-25,2024-10-20,,5,5,0
95416,1132,Medcare Diagnostic,2019-02-09,2024-10-28,,2,0,2
95444,866,Gadhinglaj Scan And Diagnostic Centre,2019-03-02,2024-10-12,,3,3,0
95474,1551,Public Labs,2020-11-10,2024-10-28,,2,2,0
95489,3647,Unique Healthcare Centre,2024-04-22,2024-10-19,Nikhil Hugar,1,1,0
95548,2604,Saakshi Diagnostics - Lonavala,2022-05-09,2024-11-03,,4,4,0
95574,2406,Patna Diagnostic Center,2021-12-09,2024-10-23,Joel Elijah,4,2,2
95625,521,Rahul CT Scan Centre,2019-02-07,2024-11-04,,1,0,1
95703,596,Micro Lab & Digital X-ray,2019-05-08,2024-10-12,,2,2,0
95723,1533,Vishal Multi Specialty Health Care Centre,2020-10-27,2024-10-13,,1,1,0
95777,3637,Maruti Diagnostics,2024-04-12,2024-10-31,Joel Elijah,1,1,0
95830,3813,New Marvel Healthcare & Diagnostics,2024-09-13,2024-10-29,Rajendra Prasad and Nithin Bharadhwaj,1,1,0
95850,3733,A R Diagnostics,2024-08-22,2024-10-19,Joel Elijah,1,1,0
95893,2406,Patna Diagnostic Center,2021-12-09,2024-10-16,Joel Elijah,3,3,0
95948,926,Anbu Medical Care Hospital,2024-05-29,2024-11-04,Abhilash Bharathan and Balaganesh A,2,1,1
95984,520,Advance Diagnostic Center - MP,2020-03-04,2024-10-19,,3,3,0
96019,1890,Narmada Apna Hospital,2021-05-05,2024-10-25,,2,1,1
96024,2713,Kiran Digital X-ray,2022-07-12,2024-10-29,,1,1,0
